web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,image_lien
"1771502687-462","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Grenouillère","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3913465_uploaded_image3_1665377950.jpeg"
"1771502687-463","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Coffret nouveaux née","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3913427_uploaded_image1_1665364741.jpg"
"1771502687-464","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble Robe Turquie","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3913424_uploaded_image1_1665364359.jpg"
"1771502687-465","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Peignoir bébé","9 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3861861_uploaded_image1_1662248159.jpg"
"1771502687-466","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensembles enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3899030_uploaded_image1_1664501471.jpg"
"1771502687-467","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3899029_uploaded_image1_1664501377.jpg"
"1771502687-468","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Accessoires et vetements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3858243_uploaded_image1_1662081635.jpg"
"1771502687-469","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble  3 pièces enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3895855_uploaded_image1_1664312610.jpg"
"1771502687-470","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Barboteuse","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3874861_uploaded_image1_1662992831.jpg"
"1771502687-471","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Pantalon","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3874843_uploaded_image1_1662992214.jpg"
"1771502687-472","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3886071_uploaded_image2_1663709027.jpeg"
"1771502687-473","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3836735_uploaded_image1_1660867040.jpg"
"1771502687-474","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3829807_uploaded_image1_1660481871.jpg"
"1771502687-475","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","5 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3826455_uploaded_image1_1660258744.jpg"
"1771502687-476","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé fille","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3871259_uploaded_image1_1662747991.jpg"
"1771502687-477","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3871253_uploaded_image1_1662747853.jpg"
"1771502687-478","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","5 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818666_uploaded_image1_1659825338.jpg"
"1771502687-479","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costumes héros","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3862904_uploaded_image1_1662326635.jpg"
"1771502687-480","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d’anniversaire fille","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853493_uploaded_image1_1661883220.jpg"
"1771502687-481","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d’anniversaire fille","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853488_uploaded_image1_1661883039.jpg"
"1771502687-482","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble bandeaux chaussettes","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3813301_uploaded_image1_1659543149.jpg"
"1771502687-483","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Barboteuse","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3813274_uploaded_image1_1659542533.jpg"
"1771502687-484","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Boubou bazin riche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3808232_uploaded_image1_1659347593.jpg"
"1771502687-485","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Dessous enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3848809_uploaded_image1_1661581124.jpg"
"1771502687-486","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841152_uploaded_image1_1661173639.jpg"
"1771502687-487","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841108_uploaded_image1_1661172378.jpg"
"1771502687-488","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3831624_uploaded_image1_1660600357.jpg"
"1771502687-489","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Habits enfants","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3785558_uploaded_image1_1657883008.jpg"
"1771502687-490","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe petite fille","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3785563_uploaded_image1_1657883218.jpg"
"1771502687-491","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Jeans enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3785562_uploaded_image1_1657883147.jpg"
"1771502687-492","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3785559_uploaded_image1_1657883070.jpg"
"1771502687-493","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Habits enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3785557_uploaded_image1_1657882962.jpg"
"1771502687-494","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d'été enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3825327_uploaded_image1_1660216212.jpg"
"1771502687-495","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3778201_uploaded_image1_1657304423.jpg"
"1771502687-496","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3775607_uploaded_image1_1657150534.jpg"
"1771502687-497","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtement enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3799617_uploaded_image1_1658807678.jpg"
"1771502687-498","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costume garçon  - 4 pièces","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3795696_uploaded_image1_1658520434.jpg"
"1771502687-499","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Maillots Sénégal  enfant","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3794471_uploaded_image1_1658452420.jpg"
"1771502687-500","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Protège-tête","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3794079_uploaded_image1_1658423773.jpg"
"1771502687-501","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754887_uploaded_image1_1655981354.jpg"
"1771502687-502","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754885_uploaded_image1_1655981294.jpg"
"1771502687-503","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754884_uploaded_image1_1655981242.jpg"
"1771502687-504","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754882_uploaded_image1_1655981151.jpg"
"1771502690-505","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Polos  Lacoste enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394815_uploaded_image1_1695942580.jpg"
"1771502690-506","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394813_uploaded_image1_1695942485.jpg"
"1771502690-507","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans  pour enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4397937_uploaded_image1_1696183097.jpg"
"1771502690-508","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg"
"1771502690-509","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe de prière enfant","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4421455_uploaded_image1_1697627353.jpg"
"1771502690-510","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Bambinerie enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4416818_uploaded_image3_1697296868.jpeg"
"1771502690-511","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon pour enfants","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405127_uploaded_image1_1696582094.jpg"
"1771502690-512","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Polo Lacoste enfant","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg"
"1771502690-513","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg"
"1771502690-514","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble 2 pièces pour fille","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg"
"1771502690-515","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements fille","4 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4350530_uploaded_image1_1692994986.jpg"
"1771502690-516","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Short enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381693_uploaded_image1_1695062191.jpg"
"1771502690-517","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","9 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4342288_uploaded_image1_1692460517.jpg"
"1771502690-518","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375138_uploaded_image1_1694611073.jpg"
"1771502690-519","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375129_uploaded_image1_1694610764.jpg"
"1771502690-520","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375124_uploaded_image1_1694610661.jpg"
"1771502690-521","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble vêtement enfant","15 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340725_uploaded_image1_1692365333.jpg"
"1771502690-522","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","T-shirt","9 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340716_uploaded_image1_1692364927.jpg"
"1771502690-523","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333845_uploaded_image1_1691951676.jpg"
"1771502690-524","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330580_uploaded_image1_1691701473.jpg"
"1771502690-525","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330576_uploaded_image1_1691701385.jpg"
"1771502690-526","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327566_uploaded_image1_1691526561.jpg"
"1771502690-527","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4344836_uploaded_image1_1692651906.jpg"
"1771502690-528","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314416_uploaded_image1_1690724018.jpg"
"1771502690-529","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4338195_uploaded_image1_1692223604.jpg"
"1771502690-530","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Djellaba enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4288629_uploaded_image1_1688997320.jpg"
"1771502690-531","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pyjama bébé","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4316063_uploaded_image2_1690843428.jpeg"
"1771502690-532","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Culotte Berksha enfant","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4304204_uploaded_image1_1690023768.jpg"
"1771502690-533","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268608_uploaded_image1_1687563200.jpg"
"1771502690-534","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268605_uploaded_image1_1687563103.jpg"
"1771502690-535","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267930_uploaded_image1_1687524110.jpg"
"1771502690-536","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267915_uploaded_image1_1687523597.jpg"
"1771502690-537","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266992_uploaded_image1_1687458981.jpg"
"1771502690-538","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4265951_uploaded_image1_1687419299.jpg"
"1771502690-539","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon en coton","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4284180_uploaded_image2_1688677380.jpeg"
"1771502690-540","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4280858_uploaded_image1_1688492406.jpg"
"1771502690-541","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4273754_uploaded_image1_1687981649.jpg"
"1771502690-542","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillots enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267451_uploaded_image1_1687487532.jpg"
"1771502690-543","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Sous vêtements   enfants","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4224162_uploaded_image1_1684629308.jpg"
"1771502690-544","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258723_uploaded_image1_1686906445.jpg"
"1771502690-545","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258722_uploaded_image3_1686906376.jpeg"
"1771502690-546","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258717_uploaded_image2_1686906277.jpeg"
"1771502690-547","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258716_uploaded_image1_1686906201.jpg"
"1771502690-548","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258714_uploaded_image1_1686906133.jpg"
"1771502690-549","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236342_uploaded_image1_1685480812.jpg"
"1771502690-550","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg"
"1771502690-551","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223425_uploaded_image3_1684581867.jpeg"
"1771502690-552","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172007_uploaded_image1_1681208524.jpg"
"1771502690-553","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168633_uploaded_image1_1680958304.jpg"
"1771502690-554","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168626_uploaded_image1_1680958148.jpg"
"1771502690-555","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167331_uploaded_image1_1680874307.jpg"
"1771502690-556","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167321_uploaded_image1_1680873861.jpg"
"1771502690-557","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167311_uploaded_image1_1680873676.jpg"
"1771502690-558","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4166510_uploaded_image1_1680822103.jpg"
"1771502690-559","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Survetmemt pour enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165543_uploaded_image1_1680781784.jpg"
"1771502690-560","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans baladeurs enfant","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4157493_uploaded_image1_1680338403.jpg"
"1771502690-561","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg"
"1771502690-562","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153014_uploaded_image1_1680040385.jpg"
"1771502690-563","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154892_uploaded_image1_1680171892.jpg"
"1771502690-564","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Emsemble coton enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154884_uploaded_image1_1680171641.jpg"
"1771502690-565","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","9 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154876_uploaded_image1_1680171312.jpg"
"1771502690-566","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154870_uploaded_image1_1680171128.jpg"
"1771502690-567","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants filles","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154864_uploaded_image1_1680170947.jpg"
"1771502690-568","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154867_uploaded_image1_1680171042.jpg"
"1771502690-569","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154854_uploaded_image1_1680170186.jpg"
"1771502690-570","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Cole pour enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126921_uploaded_image1_1678367548.jpg"
"1771502690-571","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158777_uploaded_image1_1680396815.jpg"
"1771502690-572","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158775_uploaded_image1_1680396659.jpg"
"1771502690-573","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158770_uploaded_image1_1680396418.jpg"
"1771502690-574","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4117238_uploaded_image1_1677785061.jpg"
"1771502690-575","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150089_uploaded_image1_1679864882.jpg"
"1771502690-576","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4101121_uploaded_image1_1676811904.jpg"
"1771502690-577","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111932_uploaded_image1_1677528700.jpg"
"1771502690-578","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg"
"1771502690-579","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060125_uploaded_image1_1674340224.jpg"
"1771502690-580","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4044065_uploaded_image1_1673390538.jpg"
"1771502690-581","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","10 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083613_uploaded_image2_1675754458.jpeg"
"1771502690-582","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg"
"1771502690-583","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg"
"1771502690-584","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg"
"1771502690-585","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038305_uploaded_image1_1673043715.jpg"
"1771502690-586","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement friperie enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072975_uploaded_image1_1675197514.jpg"
"1771502690-587","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Greniers enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg"
"1771502690-588","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072973_uploaded_image1_1675197383.jpg"
"1771502698-589","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4743643_uploaded_image1_1715718710.jpg"
"1771502698-590","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
