web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,image_lien
"1771502643-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Set de baptême","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"
"1771502643-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg"
"1771502643-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg"
"1771502643-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg"
"1771502643-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Grenouillère","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg"
"1771502643-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Body enfant","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg"
"1771502643-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant + chapeau","1 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg"
"1771502643-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg"
"1771502643-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","9 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg"
"1771502643-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson enfant","8 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg"
"1771502643-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Barboteuse","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3033102_uploaded_image1_1617286526.jpg"
"1771502643-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","2 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3033057_uploaded_image1_1617285824.jpg"
"1771502643-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe fille","11 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032229_uploaded_image1_1617269385.jpg"
"1771502643-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032224_uploaded_image1_1617269304.jpg"
"1771502643-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour bébé","9 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3024581_uploaded_image1_1616870758.jpg"
"1771502643-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour enfant de 0 à 13ans","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3019124_uploaded_image1_1616606467.jpg"
"1771502643-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble chemise - pantalon enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3017358_uploaded_image1_1616523355.jpg"
"1771502643-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3017355_uploaded_image1_1616523288.jpg"
"1771502643-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3013660_uploaded_image1_1616353788.jpg"
"1771502643-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3013647_uploaded_image1_1616353124.jpg"
"1771502643-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans friperie enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012395_uploaded_image1_1616265641.jpg"
"1771502643-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble chemise - pantalon jeans friperie","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012391_uploaded_image1_1616265553.jpg"
"1771502643-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans friperie","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012387_uploaded_image1_1616265415.jpg"
"1771502643-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3008320_uploaded_image1_1616068246.jpg"
"1771502643-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lot de vêtements friperie de 0 à 12ans","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3000888_uploaded_image1_1615698089.jpg"
"1771502643-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble maillots enfants","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2997124_uploaded_image1_1615491439.jpg"
"1771502643-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes filles","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2991324_uploaded_image1_1615228431.jpg"
"1771502643-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2983859_uploaded_image1_1614848831.jpg"
"1771502643-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2981375_uploaded_image1_1614732549.jpg"
"1771502643-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2979283_uploaded_image1_1614675070.jpg"
"1771502643-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2971081_uploaded_image1_1614264447.jpg"
"1771502643-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Caleçon enfant","1 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2970911_uploaded_image1_1614259523.jpg"
"1771502643-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2970729_uploaded_image1_1614253943.jpg"
"1771502643-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961090_uploaded_image1_1613766742.jpg"
"1771502643-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961086_uploaded_image1_1613766640.jpg"
"1771502643-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961083_uploaded_image1_1613766533.jpg"
"1771502643-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour nouveau né","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959262_uploaded_image1_1613679806.jpg"
"1771502643-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959258_uploaded_image1_1613679707.jpg"
"1771502643-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements nouveau-né","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959257_uploaded_image1_1613679631.jpg"
"1771502643-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959255_uploaded_image1_1613679558.jpg"
"1771502643-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959248_uploaded_image2_1613679445.jpeg"
"1771502643-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour garçon","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2959193_uploaded_image1_1613676990.jpg"
"1771502643-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour fille","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2959180_uploaded_image1_1613676547.jpg"
"1771502643-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2958974_uploaded_image1_1613669656.jpg"
"1771502643-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement bébé","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2958970_uploaded_image1_1613669538.jpg"
"1771502643-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vêtements fille","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2956441_uploaded_image1_1613569974.jpg"
"1771502643-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe pour filles","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2956437_uploaded_image1_1613569866.jpg"
"1771502643-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2951605_uploaded_image1_1613355841.jpg"
"1771502643-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942141_uploaded_image1_1612893757.jpg"
"1771502643-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Shorts garçon","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2940112_uploaded_image1_1612814516.jpg"
"1771502643-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits enfants","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2939878_uploaded_image1_1612807579.jpg"
"1771502643-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2939012_uploaded_image1_1612783880.jpg"
"1771502643-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938994_uploaded_image1_1612783471.jpg"
"1771502643-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938990_uploaded_image1_1612783368.jpg"
"1771502643-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938986_uploaded_image1_1612783292.jpg"
"1771502643-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938981_uploaded_image1_1612783153.jpg"
"1771502643-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938979_uploaded_image1_1612783091.jpg"
"1771502643-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938975_uploaded_image1_1612782982.jpg"
"1771502643-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938684_uploaded_image1_1612774217.jpg"
"1771502643-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938680_uploaded_image1_1612774159.jpg"
"1771502643-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938653_uploaded_image1_1612773067.jpg"
"1771502643-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2933246_uploaded_image1_1612515788.jpg"
"1771502643-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2925176_uploaded_image1_1612218065.jpg"
"1771502643-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blouson enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923009_uploaded_image1_1612168840.jpg"
"1771502643-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé sortie de bain","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920795_uploaded_image1_1612023107.jpg"
"1771502643-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2919804_uploaded_image1_1611967516.jpg"
"1771502643-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2913239_uploaded_image1_1611677309.jpg"
"1771502643-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2904738_uploaded_image1_1611251495.jpg"
"1771502643-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2904731_uploaded_image1_1611251346.jpg"
"1771502643-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2904713_uploaded_image1_1611250923.jpg"
"1771502643-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull","8 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2898864_uploaded_image1_1611023219.jpg"
"1771502643-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble veste","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2894368_uploaded_image1_1610800978.jpg"
"1771502643-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille","11 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2879908_uploaded_image1_1610201702.jpg"
"1771502643-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille nouveau né","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2879903_uploaded_image1_1610201519.jpg"
"1771502643-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2877447_uploaded_image1_1610105451.jpg"
"1771502643-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","2 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2862996_uploaded_image1_1609531083.jpg"
"1771502643-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","7 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2862982_uploaded_image1_1609530664.jpg"
"1771502643-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2862977_uploaded_image1_1609530409.jpg"
"1771502643-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2862973_uploaded_image1_1609530217.jpg"
"1771502643-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenues mardi gras","8 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2862971_uploaded_image1_1609530110.jpg"
"1771502643-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2855625_uploaded_image1_1609119933.jpg"
"1771502643-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2855622_uploaded_image1_1609119638.jpg"
"1771502643-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2851844_uploaded_image1_1608894466.jpg"
"1771502643-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe enfant","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2850857_uploaded_image1_1608821060.jpg"
"1771502652-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Jeans friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174207_uploaded_image1_1623782291.jpg"
"1771502652-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Jeans de friperie","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174201_uploaded_image1_1623782246.jpg"
"1771502652-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble chemises + pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174199_uploaded_image2_1623782190.jpeg"
"1771502652-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","7 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3172225_uploaded_image1_1623704262.jpg"
"1771502652-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3163009_uploaded_image1_1623254458.jpg"
"1771502652-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","30 000CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3160326_uploaded_image1_1623155200.jpg"
"1771502652-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé été","5 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3156533_uploaded_image1_1622995117.jpg"
"1771502652-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble été avec bavoir bébé","5 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3156529_uploaded_image1_1622995007.jpg"
"1771502652-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3153951_uploaded_image1_1622847447.jpg"
"1771502652-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe  enfant","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147894_uploaded_image1_1622636034.jpg"
"1771502652-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138756_uploaded_image2_1622223312.jpeg"
"1771502652-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138754_uploaded_image1_1622223222.jpg"
"1771502652-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138750_uploaded_image1_1622223144.jpg"
"1771502652-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138747_uploaded_image1_1622223048.jpg"
"1771502652-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  pour garçon","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3137963_uploaded_image1_1622193150.jpg"
"1771502652-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemises garçon","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125676_uploaded_image1_1621537910.jpg"
"1771502652-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125619_uploaded_image1_1621534794.jpg"
"1771502652-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour enfants","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117591_uploaded_image2_1621167673.jpeg"
"1771502652-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","20 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3113417_uploaded_image1_1620899489.jpg"
"1771502652-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110386_uploaded_image1_1620737846.jpg"
"1771502652-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110145_uploaded_image1_1620730955.jpg"
"1771502652-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe princesse","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106812_uploaded_image1_1620581452.jpg"
"1771502652-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe bazin riche brodé fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106119_uploaded_image1_1620547487.jpg"
"1771502652-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104022_uploaded_image1_1620427612.jpg"
"1771502652-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104018_uploaded_image1_1620427485.jpg"
"1771502652-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3103497_uploaded_image1_1620407250.jpg"
"1771502652-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3101212_uploaded_image1_1620313045.jpg"
"1771502652-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Prêt à porter enfants","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100941_uploaded_image1_1620306624.jpg"
"1771502652-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100042_uploaded_image1_1620266770.jpg"
"1771502652-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour bébé","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098724_uploaded_image1_1620219131.jpg"
"1771502652-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098344_uploaded_image1_1620209550.jpg"
"1771502652-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098340_uploaded_image1_1620209467.jpg"
"1771502652-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097531_uploaded_image1_1620165477.jpg"
"1771502652-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097522_uploaded_image1_1620165342.jpg"
"1771502652-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097519_uploaded_image1_1620165230.jpg"
"1771502652-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097512_uploaded_image1_1620164877.jpg"
"1771502652-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Bazin riche avec broderie","18 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092548_uploaded_image1_1619979222.jpg"
"1771502652-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091601_uploaded_image1_1619937730.jpg"
"1771502652-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091599_uploaded_image3_1619937608.jpeg"
"1771502652-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091597_uploaded_image1_1619937516.jpg"
"1771502652-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091593_uploaded_image1_1619937425.jpg"
"1771502652-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091582_uploaded_image1_1619937100.jpg"
"1771502652-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3091576_uploaded_image1_1619936893.jpg"
"1771502652-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091356_uploaded_image1_1619918393.jpg"
"1771502652-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091353_uploaded_image1_1619918261.jpg"
