web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771453351-328","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures Air max","20 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5543755_uploaded_image1_1758829018.jpg"
"1771453351-329","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures Nike","18 500CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5541013_uploaded_image1_1758702097.jpg"
"1771453351-330","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Crampons Nike","18 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540996_uploaded_image1_1758700997.jpg"
"1771453351-331","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540359_uploaded_image1_1758658704.jpg"
"1771453351-332","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540358_uploaded_image1_1758658630.jpg"
"1771453351-333","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Claquettes homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5536826_uploaded_image1_1758483459.jpg"
"1771453351-334","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","14 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5534539_uploaded_image1_1758318499.jpg"
"1771453351-335","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","14 900CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5532358_uploaded_image1_1758212393.jpg"
"1771453351-336","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","14 900CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5532328_uploaded_image1_1758210331.jpg"
"1771453389-337","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Saucony","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656454_uploaded_image1_1764880975.jpg"
"1771453389-338","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Asic 1130","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656446_uploaded_image1_1764880658.jpg"
"1771453389-339","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Sandale Dior alpha","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656452_uploaded_image1_1764880848.jpg"
"1771453389-340","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Louis Vuitton","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656449_uploaded_image1_1764880744.jpg"
"1771453389-341","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656445_uploaded_image1_1764880538.jpg"
"1771453389-342","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Asic kayono 14","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656440_uploaded_image1_1764880329.jpg"
"1771453389-343","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Asic kayono","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656438_uploaded_image1_1764880204.jpg"
"1771453389-344","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures Nike shox R4","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670082_uploaded_image1_1765572126.jpg"
"1771453389-345","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Air force one","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670093_uploaded_image1_1765572493.jpg"
"1771453389-346","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Nike shox","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670096_uploaded_image1_1765572588.jpg"
"1771453389-347","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Air Force one low","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670087_uploaded_image1_1765572281.jpg"
"1771453389-348","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Vomero 5 grey","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670091_uploaded_image1_1765572375.jpg"
"1771453389-349","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Air Max 95","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677895_uploaded_image1_1766004947.jpg"
"1771453389-350","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Louis vuitton","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677899_uploaded_image1_1766005001.jpg"
"1771453389-351","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Vomero 5 Grey","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670080_uploaded_image1_1765572066.jpg"
"1771453389-352","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Air Max 95","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677883_uploaded_image1_1766004732.jpg"
"1771453389-353","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Louis vuitton","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677901_uploaded_image1_1766005049.jpg"
"1771453389-354","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Louis vuitton","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677903_uploaded_image1_1766005102.jpg"
"1771453389-355","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Air Max 95","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677887_uploaded_image1_1766004839.jpg"
"1771453389-356","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Air Max 95","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5677885_uploaded_image1_1766004784.jpg"
"1771453389-357","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Lacoste Gripshot","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683925_uploaded_image1_1766347889.jpg"
"1771453389-358","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Vans","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683921_uploaded_image1_1766347767.jpg"
"1771453389-359","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Nike Air force 1","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683935_uploaded_image1_1766348133.jpg"
"1771453389-360","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Lacoste Gripshot","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683928_uploaded_image1_1766347979.jpg"
"1771453389-361","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","15 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5699778_uploaded_image1_1767367167.jpg"
"1771453389-362","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698978_uploaded_image2_1767319835.jpeg"
"1771453389-363","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698977_uploaded_image1_1767319747.jpg"
"1771453389-364","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698976_uploaded_image1_1767319672.jpg"
"1771453389-365","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","35 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698975_uploaded_image1_1767319515.jpg"
"1771453389-366","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698973_uploaded_image1_1767319435.jpg"
"1771453389-367","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698972_uploaded_image1_1767319318.jpg"
"1771453389-368","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Crocs","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698297_uploaded_image1_1767266322.jpg"
"1771453389-369","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures orthopédique","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5696622_uploaded_image1_1767118569.jpg"
"1771453389-370","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Babouches Mercedes","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5691951_uploaded_image1_1766844530.jpg"
"1771453389-371","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Babouches Kubok","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5691946_uploaded_image1_1766844142.jpg"
"1771453389-372","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Mocassins homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5691943_uploaded_image1_1766843848.jpg"
"1771453389-373","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","10 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686549_uploaded_image1_1766499161.jpg"
"1771453389-374","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","16 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686359_uploaded_image1_1766491043.jpg"
"1771453389-375","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5684984_uploaded_image1_1766412191.jpg"
"1771453389-376","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures hommes","12 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5684967_uploaded_image1_1766411263.jpg"
"1771453389-377","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures en cuir","17 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5683541_uploaded_image1_1766326033.jpg"
"1771453389-378","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets New Balance","15 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5683537_uploaded_image1_1766325898.jpg"
"1771453389-379","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets New Balance","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683536_uploaded_image1_1766325755.jpg"
"1771453389-380","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5682391_uploaded_image1_1766245145.jpg"
"1771453389-381","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5682382_uploaded_image1_1766244995.jpg"
"1771453389-382","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5682378_uploaded_image1_1766244875.jpg"
"1771453389-383","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures Timberland","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5680600_uploaded_image1_1766150893.jpg"
"1771453389-384","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5680272_uploaded_image1_1766140107.jpg"
"1771453389-385","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures de ville Berlutti","17 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5679637_uploaded_image1_1766094709.jpg"
"1771453389-386","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5678785_uploaded_image1_1766057863.jpg"
"1771453389-387","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","17 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5678764_uploaded_image1_1766057124.jpg"
"1771453389-388","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Vans Old Skool","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675964_uploaded_image1_1765915814.jpg"
"1771453389-389","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Dior B30","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675946_uploaded_image1_1765915137.jpg"
"1771453389-390","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5671802_uploaded_image1_1765707912.jpg"
"1771453389-391","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Sandales hommes","20 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5670966_uploaded_image1_1765632751.jpg"
"1771453389-392","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5670338_uploaded_image1_1765587712.jpg"
"1771453389-393","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures Timberland","35 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5670337_uploaded_image1_1765587558.jpg"
"1771453389-394","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","10 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668243_uploaded_image1_1765485052.jpg"
"1771453389-395","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5664827_uploaded_image1_1765327495.jpg"
"1771453389-396","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","70 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663750_uploaded_image1_1765287759.jpg"
"1771453389-397","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1771453389-398","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Sandales homme","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663265_uploaded_image1_1765271794.jpg"
"1771453389-399","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662812_uploaded_image1_1765242670.jpg"
"1771453389-400","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662809_uploaded_image1_1765242541.jpg"
"1771453389-401","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662799_uploaded_image1_1765242068.jpg"
"1771453389-402","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662790_uploaded_image1_1765241874.jpg"
"1771453389-403","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Sandales orthopédique","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662788_uploaded_image1_1765241793.jpg"
"1771453389-404","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Mocassins Croco","5 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662701_uploaded_image1_1765232143.jpg"
"1771453389-405","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets homme","6 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662700_uploaded_image2_1765231883.jpeg"
"1771453389-406","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures hommes","17 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662466_uploaded_image1_1765222050.jpg"
"1771453389-407","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5661679_uploaded_image1_1765195127.jpg"
"1771453389-408","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5661677_uploaded_image1_1765195040.jpg"
"1771453389-409","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5661671_uploaded_image1_1765194838.jpg"
"1771453389-410","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5661669_uploaded_image1_1765194788.jpg"
"1771453389-411","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5661667_uploaded_image1_1765194718.jpg"
"1771453389-412","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures hommes","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5659092_uploaded_image1_1765032622.jpg"
"1771453389-413","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures Berluti","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5659090_uploaded_image1_1765032457.jpg"
"1771453389-414","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5658676_uploaded_image1_1765012272.jpg"
"1771453389-415","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Nike Air Max 95","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5609154_uploaded_image1_1762451266.jpg"
"1771453389-416","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Baskets Nike","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5656286_uploaded_image1_1764873140.jpg"
"1771453389-417","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5656226_uploaded_image1_1764870869.jpg"
"1771453389-418","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5654964_uploaded_image1_1764815249.jpg"
"1771453389-419","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures  homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5654962_uploaded_image1_1764815112.jpg"
"1771453389-420","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5654945_uploaded_image1_1764813406.jpg"
"1771453393-421","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures hommes","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702940_uploaded_image1_1767550882.jpg"
"1771453393-422","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures hommes","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702938_uploaded_image1_1767550831.jpg"
"1771453393-423","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures homme","13 500CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702755_uploaded_image1_1767543605.jpg"
"1771453393-424","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures  homme","30 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1771453393-425","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic 1130","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685340_uploaded_image1_1766430589.jpg"
"1771453393-426","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685339_uploaded_image1_1766430531.jpg"
"1771453393-427","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic NYC","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685344_uploaded_image1_1766430679.jpg"
"1771453393-428","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic NYC","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685346_uploaded_image1_1766430764.jpg"
"1771453393-429","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg"
"1771453393-430","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance X lord piana","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697830_uploaded_image1_1767208577.jpg"
"1771453393-431","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Puma Magmax nitro","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697829_uploaded_image1_1767208462.jpg"
"1771453393-432","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Jordan 5","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5690650_uploaded_image1_1766774637.jpg"
"1771453393-433","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Prada","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5690656_uploaded_image1_1766775047.jpg"
"1771453393-434","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance 1906","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697825_uploaded_image1_1767208036.jpg"
"1771453393-435","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike free metcon6","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697826_uploaded_image1_1767208183.jpg"
"1771453393-436","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance 1906","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697823_uploaded_image1_1767207949.jpg"
"1771453393-437","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance 1906","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5697822_uploaded_image1_1767207853.jpg"
"1771453393-438","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Jordan 11","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5682349_uploaded_image1_1766243825.jpg"
"1771453393-439","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike Nocta","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5688212_uploaded_image1_1766588802.jpg"
"1771453393-440","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike Nocta","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5688217_uploaded_image1_1766588906.jpg"
"1771453393-441","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike nocta","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5688215_uploaded_image1_1766588855.jpg"
"1771453393-442","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike shox r4","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683579_uploaded_image1_1766328567.jpg"
"1771453393-443","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 1906","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675150_uploaded_image1_1765886318.jpg"
"1771453393-444","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675114_uploaded_image1_1765885442.jpg"
"1771453393-445","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675116_uploaded_image1_1765885490.jpg"
"1771453393-446","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675111_uploaded_image1_1765885381.jpg"
"1771453393-447","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675109_uploaded_image1_1765885332.jpg"
"1771453393-448","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5675107_uploaded_image1_1765885282.jpg"
"1771453393-449","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Puma speedcat blue","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5686398_uploaded_image1_1766492033.jpg"
"1771453393-450","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Puma speedcat blue","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5686391_uploaded_image1_1766491918.jpg"
"1771453393-451","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Adidas Spezial","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5686382_uploaded_image1_1766491684.jpg"
"1771453393-452","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures Adidas Spezial","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5686387_uploaded_image1_1766491816.jpg"
"1771453393-453","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures homme","30 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5701158_uploaded_image1_1767442903.jpg"
"1771453393-454","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Adidas","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5684645_uploaded_image1_1766398619.jpg"
"1771453393-455","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Adidas","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5684648_uploaded_image1_1766398735.jpg"
"1771453393-456","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Mocassins homme","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5681879_uploaded_image1_1766220813.jpg"
"1771453393-457","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Mocassins","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5681882_uploaded_image1_1766220869.jpg"
"1771453393-458","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Louis vuitton alden","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5659605_uploaded_image1_1765061738.jpg"
"1771453393-459","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Air force one","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683002_uploaded_image1_1766275531.jpg"
