web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771453303-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5333899_uploaded_image1_1747569426.jpg"
"1771453303-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288623_uploaded_image1_1745018712.jpg"
"1771453303-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332891_uploaded_image1_1747492369.jpg"
"1771453303-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332884_uploaded_image1_1747492109.jpg"
"1771453303-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5332880_uploaded_image1_1747491983.jpg"
"1771453303-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332114_uploaded_image1_1747436179.jpg"
"1771453303-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales Hermès","25 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329885_uploaded_image2_1747329825.jpeg"
"1771453303-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283172_uploaded_image1_1744733542.jpg"
"1771453303-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283140_uploaded_image1_1744733006.jpg"
"1771453303-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283144_uploaded_image1_1744733046.jpg"
"1771453303-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales orthopédique","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327825_uploaded_image1_1747239241.jpg"
"1771453303-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5327297_uploaded_image1_1747222943.jpg"
"1771453303-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","13 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325840_uploaded_image1_1747144273.jpg"
"1771453303-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325834_uploaded_image1_1747144150.jpg"
"1771453303-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Adidas Crazy fast","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325818_uploaded_image1_1747143461.jpg"
"1771453303-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Claquettes homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5325411_uploaded_image1_1747130286.jpg"
"1771453303-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","8 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325029_uploaded_image1_1747102173.jpg"
"1771453303-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5325002_uploaded_image1_1747098450.jpg"
"1771453303-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance 530","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5324993_uploaded_image1_1747097377.jpg"
"1771453303-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5324986_uploaded_image1_1747096835.jpg"
"1771453303-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5324106_uploaded_image1_1747061124.jpg"
"1771453303-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins homme","22 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323165_uploaded_image1_1747019646.jpg"
"1771453303-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5323164_uploaded_image1_1747019335.jpg"
"1771453303-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Acsics","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5323162_uploaded_image1_1747019209.jpg"
"1771453303-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Adidas samba","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5323160_uploaded_image1_1747019119.jpg"
"1771453303-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Adidas yezzy 350","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5323158_uploaded_image1_1747019052.jpg"
"1771453303-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5323156_uploaded_image1_1747018952.jpg"
"1771453303-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Adidas samba","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323153_uploaded_image1_1747018079.jpg"
"1771453303-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures  Wallabecs","12 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5322852_uploaded_image1_1746995950.jpg"
"1771453303-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","6 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5322219_uploaded_image1_1746951241.jpg"
"1771453303-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5277889_uploaded_image1_1744406252.jpg"
"1771453303-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5276114_uploaded_image1_1744312833.jpg"
"1771453303-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5276102_uploaded_image1_1744312485.jpg"
"1771453303-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales orthopédiques","10 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5318525_uploaded_image1_1746729827.jpg"
"1771453303-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Timberland","13 500CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5317599_uploaded_image1_1746704381.jpg"
"1771453303-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balence 530","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316539_uploaded_image1_1746639353.jpg"
"1771453303-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5316340_uploaded_image1_1746631677.jpg"
"1771453303-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316095_uploaded_image1_1746622601.jpg"
"1771453303-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Berluti shadow","52 999CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5277969_uploaded_image1_1744410720.jpg"
"1771453303-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins homme","13 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5314681_uploaded_image1_1746544988.jpg"
"1771453303-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5312252_uploaded_image1_1746435076.jpg"
"1771453303-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311673_uploaded_image1_1746390255.jpg"
"1771453303-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311670_uploaded_image1_1746390060.jpg"
"1771453303-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Dior B22","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311319_uploaded_image1_1746374323.jpg"
"1771453303-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike sd dunk","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5309861_uploaded_image1_1746273767.jpg"
"1771453303-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5309671_uploaded_image1_1746266657.jpg"
"1771453303-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Timberland","50 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5308712_uploaded_image1_1746208453.jpg"
"1771453303-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sneakers Dior B30 2025","45 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5308703_uploaded_image1_1746208224.jpg"
"1771453303-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5308057_uploaded_image1_1746182805.jpg"
"1771453303-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5308052_uploaded_image1_1746182715.jpg"
"1771453303-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike Air max t","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5306359_uploaded_image1_1746095228.jpg"
"1771453303-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305189_uploaded_image1_1746025155.jpg"
"1771453303-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305185_uploaded_image1_1746025051.jpg"
"1771453303-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305182_uploaded_image1_1746024954.jpg"
"1771453303-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Berluti","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5303503_uploaded_image1_1745934080.jpg"
"1771453303-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","30 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300459_uploaded_image1_1745752520.jpg"
"1771453303-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales Babouche","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300135_uploaded_image1_1745713863.jpg"
"1771453303-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures New balance 9060","16 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5297755_uploaded_image1_1745575658.jpg"
"1771453303-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5296660_uploaded_image1_1745510256.jpg"
"1771453303-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures New Balance 327","20 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5295659_uploaded_image1_1745460927.jpg"
"1771453303-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales Scratch","8 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5292928_uploaded_image1_1745334273.jpg"
"1771453303-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Claquettes","8 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5292923_uploaded_image1_1745334000.jpg"
"1771453303-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5292806_uploaded_image1_1745328812.jpg"
"1771453303-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Jordan 4","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5292480_uploaded_image1_1745315752.jpg"
"1771453303-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike Air force 1","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5292476_uploaded_image1_1745315513.jpg"
"1771453303-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike Airmax","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5292472_uploaded_image1_1745315287.jpg"
"1771453303-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nike","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5292464_uploaded_image1_1745314968.jpg"
"1771453303-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5292015_uploaded_image1_1745278729.jpg"
"1771453303-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures en cuir","22 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291808_uploaded_image1_1745269578.jpg"
"1771453303-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5290695_uploaded_image1_1745194082.jpg"
"1771453303-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5290585_uploaded_image1_1745186952.jpg"
"1771453303-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5290582_uploaded_image1_1745186783.jpg"
"1771453303-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures orthopédiques","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5290098_uploaded_image1_1745149553.jpg"
"1771453303-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Nocta","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289537_uploaded_image1_1745088997.jpg"
"1771453303-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Jordan","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289531_uploaded_image1_1745088572.jpg"
"1771453303-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales orthopédiques","19 900CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5240443_uploaded_image1_1742398772.jpg"
"1771453303-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283703_uploaded_image1_1744756872.jpg"
"1771453303-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282876_uploaded_image1_1744723179.jpg"
"1771453303-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures hommes","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282864_uploaded_image1_1744722887.jpg"
"1771453303-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Fourcand","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282537_uploaded_image1_1744710329.jpg"
"1771453303-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Wallabees","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282535_uploaded_image1_1744710250.jpg"
"1771453303-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","crocs Confort","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5282531_uploaded_image1_1744710129.jpg"
"1771453303-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Jordan 4","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5281091_uploaded_image1_1744633294.jpg"
"1771453303-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance 9060","14 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5280652_uploaded_image1_1744617829.jpg"
"1771453312-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326084_uploaded_image1_1747152804.jpg"
"1771453312-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures  homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326073_uploaded_image1_1747152250.jpg"
"1771453312-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326060_uploaded_image1_1747151959.jpg"
"1771453312-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326065_uploaded_image1_1747152038.jpg"
"1771453312-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335718_uploaded_image1_1747671521.jpg"
"1771453312-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5358876_uploaded_image1_1748971049.jpg"
"1771453312-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5320664_uploaded_image1_1746830837.jpg"
"1771453312-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5320634_uploaded_image1_1746829909.jpg"
"1771453312-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5320656_uploaded_image1_1746830707.jpg"
"1771453312-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5320628_uploaded_image1_1746829675.jpg"
"1771453312-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5364177_uploaded_image1_1749301086.jpg"
"1771453312-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5318675_uploaded_image1_1746735235.jpg"
"1771453312-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales orthopédique","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5318493_uploaded_image1_1746728698.jpg"
"1771453312-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets Nike JA 1","20 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5362506_uploaded_image1_1749163263.jpg"
"1771453312-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Wallabess","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5314916_uploaded_image1_1746554149.jpg"
"1771453312-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5314910_uploaded_image1_1746554047.jpg"
"1771453312-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5314898_uploaded_image1_1746553752.jpg"
"1771453312-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Babouche / bonnet","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360403_uploaded_image1_1749049684.jpg"
"1771453312-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360164_uploaded_image1_1749041699.jpg"
"1771453312-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360111_uploaded_image1_1749039993.jpg"
"1771453312-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360021_uploaded_image1_1749037309.jpg"
"1771453312-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Unisexe","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359386_uploaded_image1_1748994671.jpg"
"1771453312-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets Aire Force One","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359383_uploaded_image1_1748994555.jpg"
"1771453312-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5313318_uploaded_image1_1746471196.jpg"
"1771453312-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sabot orthopédique","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5313152_uploaded_image1_1746464722.jpg"
"1771453312-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales orthopédique","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5313151_uploaded_image1_1746464604.jpg"
"1771453312-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme en cuir","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359026_uploaded_image1_1748977576.jpg"
"1771453312-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures en cuir","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359022_uploaded_image1_1748977431.jpg"
"1771453312-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359020_uploaded_image1_1748977345.jpg"
"1771453312-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Hermes","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359016_uploaded_image1_1748977243.jpg"
"1771453312-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358670_uploaded_image1_1748962573.jpg"
"1771453312-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures hommes","14 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg"
"1771453312-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Tommy","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358420_uploaded_image1_1748953921.jpg"
"1771453312-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures en cuir","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358106_uploaded_image1_1748946350.jpg"
"1771453312-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357608_uploaded_image1_1748916267.jpg"
"1771453312-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","8 500CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357607_uploaded_image1_1748916131.jpg"
"1771453312-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5356684_uploaded_image1_1748876788.jpg"
"1771453312-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Nike","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355703_uploaded_image1_1748827191.jpg"
"1771453312-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5310619_uploaded_image1_1746312980.jpg"
"1771453312-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Nike","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355700_uploaded_image1_1748826892.jpg"
"1771453312-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5310609_uploaded_image1_1746312679.jpg"
"1771453312-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5310593_uploaded_image1_1746312078.jpg"
"1771453312-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures en cuirs pour homme","17 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5353808_uploaded_image1_1748715471.jpg"
"1771453312-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5307447_uploaded_image1_1746143406.jpg"
